"TicketID","TransactionID","CreatedDate","SubjectNoHTML","TransactionContent"
"3289694","72327037","2025-10-16 15:32:18","HPC New Group: pi_[ID]","Hi [USER], Welcome to chip, UMBC's High Performance Computing Cluster! The group, pi_[STAFF], now exists on the chip cluster. Members of this group can access and contribute to the research storage space allocated to the group. This storage space is located at /umbc/rs/pi_[STAFF], and currently has a quota of 10T. For information on accessing the cluster, adding accounts to your group, and getting started using the cluster, check out the tutorial on our wiki: https://umbc.atlassian.net/wiki/x/R4BPQg Additional documentation is also available here: https://umbc.atlassian.net/wiki/x/FwCHQ If you have any questions or issues, please submit a new RT ticket at: https://doit.umbc.edu/request-tracker-rt/doit-research-computing/ Project title: Deep Structural Feature Extraction from Maize Proteins and Gene Sequences Using DNA Language Models Abstract: Understanding the relationship between the maize genome and its corresponding protein structures remains a major challenge in computational biology. This project applies advanced machine learning approaches to analyze large-scale maize gene and protein sequence data, aiming to uncover novel structural and functional insights encoded within DNA. We propose to develop and implement a DNA language model trained on maize genomic sequences to learn biologically meaningful representations that capture the intrinsic syntax and semantics of DNA. These learned embeddings will be integrated with our custom k-mer distance-based model and deep neural architectures to predict tertiary structural and physicochemical features directly from gene and protein sequences. The large-scale data processing, model training, and structural mapping tasks require access to GPU-enabled high-performance computing resources with distributed processing capabilities. This project is conducted in collaboration with the Maize Genetics and Genomics Database, USDA-ARS, Corn Insects and Crop Genetics Research Unit, Iowa State University, Ames, IA, leveraging their extensive maize genomic and proteomic datasets. Expected outcomes include novel computational methods for extracting structural features from biological sequences, deeper understanding of gene-to-structure relationships in maize, and new machine learning tools to support functional genomics and crop improvement research within the MaizeGDB community."
"3289695","72638112","2025-10-31 17:48:54","HPC New Group: [ID]","Hi [USER], An account was created for [STAFF] at the time the group was created. They should be able to follow the log in instructions located on our wiki to connect to the cluster. Please find documentation for that at this link: https://umbc.atlassian.net/wiki/spaces/faq/pages/1112506439/Getting+Started+on+chip#Accessing-chip Additionally, the broken link has been fixed, here is the corrected link: https://rtforms.umbc.edu/rt_authenticated/doit/DoIT-support.php?auto=Research+Computing Have a nice day! Kind regards, [STAFF] On Thu Oct 30 10:27:39 2025, [EMAIL] wrote: Good morning, Can you kindly create an account for [STAFF] for this group? From the information provided, I see a group was created, but I do not see any account for her. The link https://doit.umbc.edu/request-tracker-rt/doit-research-computing/ is broken. Thanks. Sincerely, [USER] On Thu Oct 16 12:16:29 2025, [EMAIL] wrote: Greetings, Please find attached the projects title and abstract. On Tue, Oct 14, 2025 at 1:41 PM [STAFF] via RT [EMAIL] wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3289695 >; Last Update From Ticket: Hi [USER], Once I receive your project title and abstract, I can create an account on chip for you! Have a nice day! Kind regards, [STAFF] On Fri Oct 10 10:54:30 2025, [USER] wrote: First Name: Roy Last Name: Prouty Email: proutyr1@umbc.edu Campus ID: WH39335 Request Type: High Performance Cluster Group Type: Project Title: Get from PI Project Abstract: Get from PI This group should be named pi_hodae1 . Don't proceed without getting title/abstract from PI."
"3289729","72207588","2025-10-10 15:34:14","Migrating Research Storage Volume to Ceph Cluster","Ticket [TICKET_ID] Comment just added. Cc'ing [STAFF] to this ticket, in case there's any more problems"
"3289747","72214552","2025-10-10 19:07:35","HPC User Account: [USER] in Student Group","Hi [USER], Your account ([USER]) has been created on [SERVER]. Your primary group is [GROUP]. Your home directory has 500M of storage. You can find a short tutorial on how to use chip here: https://[LINK]/wiki/spaces/[SPACE]/pages/[PAGE]/Getting+Started+on+[SERVER] Please read through the documentation found at [SERVER] > User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://[LINK]/request-tracker-rt/[DEPT]-research-computing/) Let me know if you have any more questions! [STAFF]"
"3289785","72209705","2025-10-10 16:32:34","HPC User Account: [USER] in misc-lab","First Name: [USER] Last Name: [STAFF] Email: [EMAIL] Campus ID: [ID] Request Type: High Performance Cluster Create/Modify account in existing PI group Existing PI Email: [EMAIL] Existing Group: misc-lab Project Title: Misc Lab Project Abstract: group for the Misc Lab requesting new PI group"
"3289788","72209865","2025-10-10 16:36:53","create new HPC PI group for [USER]","First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [ID] Request Type: Help with something else group name: misc-lab list of members: [EMAIL]"
"3290086","72268108","2025-10-14 17:31:42","HPC Other Issue: Not able to connect to JupyterLab on Chip","Hi [USER], I identified two nodes (c21-15 and c21-16) that had a missing symbolic link in /usr/ebuild/installs. This is what likely prevented you from finding the jupyter-lab binaries. It has now been resolved, so you shouldn't experience issues now. I will close this ticket now, however if you do encounter another issue, feel free to submit a new ticket. Have a nice day! -- Kind regards, [STAFF] On Mon Oct 13 23:11:20 2025, [USER] wrote: Hi [STAFF], I have seen this error a few times, but I did not note the node on which it occurred. I will do that the next time I notice it. You are right about ' some of the more recent .err/.out files in the working directory ... running fine recently.' I actually restarted my machine, and SSHed into CHIP again, and got it to run. It could very well be a node issue. In the meantime, please keep the ticket open so that we can address the issue the next time it pops up. For the Office Hours tomorrow, if I still don't observe the same issue, I was wondering if we can do it anyway to discuss a new thing I'm trying to do - open two jupyter notebooks on chip (through two tunnels) using a single jupyter.slurm file from a single folder. Is that possible? Or do we need two jupyter.slurm files for that? Thank you. Regards, [USER] On Mon, Oct 13, 2025 at 12:36 PM [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3290086> Last Update From Ticket: Hi [USER], Based on the error you attached as a screenshot, it appears that the system was unable to find the binary for jupyter-lab. This binary is provided via the Anaconda3 package, which is loaded at the start of the Jupyter SBATCH file. The PATH for this module is also already present in your PATH env variable. This is as expected, however it is still unable to find the binary. Do you happen to know what node the job was running on? It is possible that this could be due to a specific node. Is this error reproducible? Based on some of the more recent .err/.out files in your working directory, it seems like the notebooks have been running fine recently. Let me know! -- Kind regards, [STAFF] On Sat Oct 11 12:40:16 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [ID] Request Type: High Performance Cluster Hello, I am referring to this guide - https://umbc.atlassian.net/wiki/spaces/faq/pages/1104805915/How+do+I+run+a+new+jupyter+notebook+on+chip - to run 'an existing jupyter notebook on chip' in the '/umbc/rs/pi_slaha/users/[USER]/astrophysics-anom_det' folder. I am stuck on Step 7 - i.e. in the .err file, I am not able to see the required section. I cannot find the line that starts with “http://127.0.0.1”. What I see instead is attached as a screenshot. It says the following: /usr/bin/which: no jupyter-lab in (/usr/ebuild/installs/software/Anaconda3/2024.02-1:/usr/ebuild/installs/software/Anaconda3/2024.02-1/sbin:/usr/ebuild/installs/software/Anaconda3/2024.02-1/bin:/usr/ebuild/installs/software/Anaconda3/2024.02-1/condabin:/cm/shared/apps/git/2.33.1/bin:/cm/shared/apps/slurm/current/sbin:/cm/shared/apps/slurm/current/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/home/[USER]) /cm/local/apps/slurm/var/spool/job456706/slurm_script: line 63: jupyter-lab: command not found Can you please help fix this? Thank you. Regards, [USER] Attachment 1: Screenshot 2025-10-11 123702.png"
"3290310","72240064","2025-10-13 16:06:20","HPC User Account: [USER] in [ID]'s electric fish project","Hi [USER], Welcome to chip, UMBC's High Performance Computing Cluster! The group, pi_[STAFF], now exists on the chip cluster. Members of this group can access and contribute to the research storage space allocated to the group. Additionally, I created user accounts for you, and the two students requested. This storage space is located at /umbc/rs/pi_[STAFF], and currently has a quota of 10T. For information on accessing the cluster, adding accounts to your group, and getting started using the cluster, check out the tutorial on our wiki: https://umbc.atlassian.net/wiki/x/R4BPQg. Additional documentation is also available here: https://umbc.atlassian.net/wiki/x/FwCHQ. For the software, Deep Lab Cut, you should be able to install it via a Conda environment. Here is a wiki page for getting started with anaconda on chip: https://umbc.atlassian.net/wiki/x/LYCPPQ. If you have any questions or issues, please submit a new RT ticket at: https://doit.umbc.edu/request-tracker-rt/doit-research-computing/. First Name: [USER] Last Name: [STAFF] Email: [EMAIL] Campus ID: [ID] Request Type: High Performance Cluster Create/Modify account in existing PI group Existing PI Email: [EMAIL] Existing Group: [GROUP] Project Title: Computational Mechanisms for State-Driven Active Sensing Project Abstract: Dr. [STAFF] and an undergraduate student supervised by Dr. [STAFF] will perform the research for the project “Computational Mechanisms for State-Driven Active Sensing” at UMBC. The overall goal of the project is to understand sensing and information gathering behaviors through experiments with electric fish. We need to use software called Deep Lab Cut https://deeplabcut.github.io/DeepLabCut/docs/installation.html to analyze experimental data. As I understand it, the first step is to use Deep Lab Cut on a laptop to recreate an *.eml file. That file would then be used within a batch job on a GPU computer to generate other files. The undergraduate students working on this project are [USER] and [USER]."
"3291129","72250889","2025-10-13 21:58:15","HPC User Account: [ID] in Student Group","This has been fixed. Please try again and let us know if there is still a permission denied issue. -- [STAFF] DoIT Research Computing Team"
"3291162","72712867","2025-11-04 16:40:26","HPC Other Issue: issue with Intel C compiler?","Ticket Comment just added. You shouldn't need to recompile on each node, just each partition since each partition is using the same cpu architecture On Tue Nov 04 11:11:19 2025, [STAFF] wrote: So, lets say i want to run the ver 1.4 on every node in the cluster, to test performance. Do you think I should recompile it on each node? or just run the same executable? -- Best, [STAFF]"
"3291564","72337137","2025-10-16 19:35:40","HPC Other Issue: g24-12 issue","Hi [USER], We've confirmed the machine is functioning normally again. Thank you for the email! On Tue Oct 14 12:18:39 2025, [STAFF] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [USER] Request Type: High Performance Cluster One gpu on g24-12 is not working. attached screenshot. Attachment 1: Screenshot 2025-10-14 at 12.17.01.png -- Best, [STAFF] DOIT HPC System Administrator"
"3293453","72309050","2025-10-15 17:13:25","HPC Other Issue: [USER]'s jobs not running on Chip today","My jobs are now running. There must have been a very big job using up computing power and delaying mine more than usual. You can disregard this issue. Thanks! Greetings, This message has been automatically generated in response to the creation of a ticket regarding: Subject: 'HPC Other Issue: My jobs not running on Chip today' Message: First Name: [USER] Last Name: [STAFF] Email: [EMAIL] Campus ID: [ID] Request Type: High Performance Cluster Hi, I'm using the same code that has been running fine the past few weeks but today my jobs are sitting in Chip and not running. Is there a migration going on? Or another reason that would prevent me from accessing pi_gobbert nodes like I usually do? I can't run on the general nodes either. Thank you! [USER@chip-login1 USER]$ squeue -u USER CLUSTER: chip-cpu JOBID PARTITION NAME USER ST TIME NODES NODELIST(REASON) 526469 general weather USER PD 0:00 1 (Priority) 517473 match temp USER PD 0:00 1 (Priority) 526413 match cal USER PD 0:00 1 (Priority) 526432 match dhsregs USER PD 0:00 1 (Priority)"
"3293474","72308965","2025-10-15 17:09:11","CMake issue on Cluster","Hello [USER], I hope this email finds you well. Thank you for working with us during our office hours' time at 12:15-12:45. We wanted to provide you a step-by-step guide on how to use CMake so you are able to use this moving forward. Please also refer to the documents below that talk about 'How to run an interactive job', 'SBATCH', and information on how to use modules. 1. https://umbc.atlassian.net/wiki/spaces/faq/pages/[PAGEID] 2. https://umbc.atlassian.net/wiki/spaces/faq/pages/[PAGEID]/Basic+Slurm+Commands#sbatch 3. https://umbc.atlassian.net/wiki/spaces/faq/pages/[PAGEID]/How+to+use+modules 4. Here is also attached the Cmake documentation for any issues you might have when building (https://cmake.org/cmake/help/latest/guide/tutorial/index.html) When using CMake: 1. Log into [SERVER] 2. run an interactive job using the srun command (This can be found in the 1st article we linked) 3. module load <modulename> (Cmake) 4. Optional (if you would like to view the current modules being ran you can run <module list>) 5. Start working with cmake :) If you have any issues, please reach back out! Best regards, [STAFF]"
"3293526","72398003","2025-10-21 16:00:08","HPC Slurm/Software Issue: Conda environment","This appears to be an email thread discussing an issue with a High-Performance Computing (HPC) environment at the University of Maryland, Baltimore County (UMBC). The issue is related to the Conda environment not being applied consistently across all nodes in the cluster.  Here's a summary of the conversation:  * Matthew Cang (the original sender) reports an issue where the Conda environment is only being applied to one node in the cluster, despite loading it correctly. * Max Breitmeyer (DOIT HPC System Administrator) responds by asking if the team has checked the storage migration that occurred recently, which might be causing the issue. * Matthew Cang provides more details about the steps taken to allocate resources and load the Conda environment, but the issue persists.  The conversation is ongoing, with Max Breitmeyer seeking more information to troubleshoot the problem. The main question being discussed is whether the issue is related to how the environment is initialized across nodes in the current cluster setup.  Some technical details mentioned in the conversation include:  * The use of `srun` to allocate resources and `module load` to load the Conda environment. * The specific commands used to test the environment, including `mpirun python -c 'import fiona; print(fiona.__version__)'`. * The observation that only one node uses the Conda environment's Python interpreter, while others default to the system Python.  Overall, this conversation is a technical discussion between HPC administrators and users trying to resolve an issue with their computing environment."
"3294124","72331579","2025-10-16 18:03:42","HPC User Account: [ID] in FSI","Hi [USER], Your account ([USER]) has been created on chip.rs.umbc.edu. Your primary group is pi_dli. Your home directory has 500M of storage. You can find a short tutorial on how to use chip here: https://umbc.atlassian.net/wiki/spaces/faq/pages/1112506439/Getting+Started+on+chip Please read through the documentation found at hpcf.umbc.edu > User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/) -- Kind regards, [STAFF] DoIT Unix Infra Student Worker On Thu Oct 16 13:49:55 2025, [USER] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUS_ID] Request Type:              High Performance Cluster Create/Modify account in existing PI group Existing PI Email:    [EMAIL] Existing Group:       FSI Project Title:        Sleep Disorder Monitoring Project Abstract:     This project aims to create a sleep stage monitoring system that utilizes contact-free multi-modal data. The long term goal is to extend the system to be able to detect and monitor sleep disorders. By using cutting-edge signal processing and machine learning methods, the system will be capable of providing precise and non-invasive sleep pattern analysis. In order to make the system scalable and capable of real-time execution, the ultimate solution will be refined for deployment on edge devices. I am requesting access to a GPU cluster to help experiments on contact-free, multi-modal sleep stage monitoring and sleep disorder detection. This is a project to create and train machine learning models that will be used on edge devices."
"3295053","72375618","2025-10-20 18:36:23","HPC User Account: [USER] in FSI","Hi [USER], Your account ([USER]) has been created on chip.rs.umbc.edu. Your primary group is pi_dli. Your home directory has 500M of storage. You can find a short tutorial on how to use chip here: https://umbc.atlassian.net/wiki/spaces/faq/pages/1112506439/Getting+Started+on+chip Please read through the documentation found at hpcf.umbc.edu > User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/) -- Kind regards, [STAFF] DoIT Unix Infra Student Worker On Fri Oct 17 15:50:27 2025, [USER] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUSID] Request Type:              High Performance Cluster Create/Modify account in existing PI group Existing PI Email:    [EMAIL] Existing Group:       FSI Project Title:        Sleep Disorder Monitoring Project Abstract:     This project aims to create a sleep stage monitoring system that utilizes contact-free multi-modal data. The long term goal is to extend the system to be able to detect and monitor sleep disorders. By using cutting-edge signal processing and machine learning methods, the system will be capable of providing precise and non-invasive sleep pattern analysis. In order to make the system scalable and capable of real-time execution, the ultimate solution will be refined for deployment on edge devices. I am requesting access to a GPU cluster to help experiments on contact-free, multi-modal sleep stage monitoring and sleep disorder detection. This is a project to create and train machine learning models that will be used on edge devices."
"3295071","72375456","2025-10-20 18:33:56","HPC User Account: [USER] in Machine Learning for Signals Processing Lab","Hi [USER], Your account ([USER]) has been created on chip.rs.umbc.edu. Your primary group is pi_[STAFF]. Your home directory has 500M of storage. You can find a short tutorial on how to use chip here: https://umbc.atlassian.net/wiki/spaces/faq/pages/1112506439/Getting+Started+on+chip. Please read through the documentation found at hpcf.umbc.edu > User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/) -- Kind regards, [STAFF] DoIT Unix Infra Student Worker On Fri Oct 17 16:17:16 2025, [USER] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUSID] Request Type:              High Performance Cluster Create/Modify account in existing PI group Existing PI Email:    [STAFF EMAIL] Existing Group:       Machine Learning for Signals Processing Lab Project Title:        Multivariate feature selection for fMRI analysis Project Abstract:     fMRI has become a widely used imaging tool for exploring the normal neural functions as well as disordered brain functions like schizophrenia. Among all fMRI  data analysis strategies, data-driven-based methods have a unique advantage of capturing the whole picture of available information since they effectively minimize assumptions imposed on the brain activity. With the increasing number of multimodal data and multisite data, the problem of balancing the computation cost and analysis performance is becoming more important than ever before. In this project, our interest is in identifying the most informative multivariate  features when analyzing multiple fMRI datasets. Our goal is the development of flexible new decomposition methods as well as identifying the best feature extraction strategy for a given problem."
"3295672","72389751","2025-10-21 13:24:05","Request for Additional Shared Storage (2TB)","Hi [USER], As I write this, your shared research group volume is using 0% of it's 25TiB of space. This volume is located at /umbc/rs/pi_dli. I'll mark this as resolved for now. See this wiki page for additional information: https://umbc.atlassian.net/wiki/spaces/faq/pages/1072267344/Storage On Mon Oct [DATE] [TIME], [USER] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUSID]  Request Type:              Help with something else Dear HPCF Team, I am a member of the FSI research group led by [STAFF]. For our project titled 'Sleep Disorder Monitoring', we are currently working with large datasets and require an additional 2TB of shared storage to support our ongoing research activities. We would appreciate your support in accommodating this request. Thank you for your understanding. Best regards, [USER]"
"3295788","72378520","2025-10-20 19:08:52","Requesting Additional Shared Storage (2TB)","Hi [USER], As I write this, the pi_dli group has used 0% of its 25TiB allocation on chip. The root for this storage volume is located at /umbc/rs/pi_dli . Let me know if you have any questions about this, but I'll resolve this request for now. On Mon Oct 20 14:51:37 2025, [USER] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUS_ID] Request Type:              Help with something else Dear HPCF Team, I am a member of the FSI research group led by [STAFF]. For our project titled 'Sleep Disorder Monitoring', we are currently working with large datasets and require an additional 2TB of shared storage to support our ongoing research activities. We would appreciate your support in accommodating this request. Thank you for your understanding. Best regards, [USER]"
"3296672","72458889","2025-10-23 16:45:16","HPC User Account: [ID] in pi_[USER]","Here is the cleaned text:  Hi [USER], Your account ([EMAIL]) has been created on chip.rs.umbc.edu. Your primary group is pi_[STAFF]. Your home directory has 500M of storage. Please read through the documentation found at hpcf.umbc.edu > User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/). Kind regards, [STAFF] On Tue Oct 21 13:22:34 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [USER] Request Type: High Performance Cluster Create/Modify account in existing PI group Existing PI Email: [STAFF]@umbc.edu Existing Group: pi_[STAFF] Project Title: Coupled Groundwater–Surface Water Modeling of Baltimore Using ParFlow.CLM Project Abstract: This study develops high-resolution ParFlow.CLM models for urban watersheds in Baltimore, Maryland, to investigate the interactions between groundwater and surface water under recent climatic conditions. The model setups include acquisition and processing of digital elevation data; slope generation using GRASS GIS; an overland flow test to ensure that the domains drain completely; acquisition and reclassification of land cover; generation of hydrogeologic layers with variable permeability; and preparation of NLDAS-2 meteorological forcing data. The models are being used for three objectives: (1) to evaluate the potential to predict whether simulated groundwater levels can predict basement flooding during storms, (2) to apply backward particle tracking with ECOSLIM to assess the correlation between stream water chemistry and land use/land cover, and (3) to compare water quantity results (prediction of stream discharge, aquifer levels) to other hydrologic models (HEC-RAS, SWMM, CityCat) being applied to the watersheds. This implementation provides a basis to evaluate hydrologic model robustness and improve understanding of hydrology in urban settings."
"3296766","72462863","2025-10-23 18:21:16","HPC Other Issue: [USER] running unexpectedly slow","Hi [USER], There were some issues with flags that were automatically generating incorrect slurm variables, which may have been causing the slowness. Please try it again and let us know if it seems faster. On Wed Oct 22 13:44:19 2025, [STAFF] wrote: Hi [USER], I followed the instructions on the HPCF wiki page (https://umbc.atlassian.net/wiki/spaces/faq/pages/1408335873/Running+an+LLM+using+Ollama+on+chip) and simply ran the example on that page. It took more than 30minutes to generate only 2 words. I used an interactive job to run the OLLAMA. I even tried to use the GPU partition for [SERVER]. It was a little faster but still super slow. I share the ollama_server.log file in the attachment for your reference. Thank you in advance for your help. Best regards, [USER] On Tue Oct 21 15:20:39 2025, [STAFF] wrote: Hi [USER], I need some more information about your LLM job. Can you please provide your slurm script, and working directory? Are you working with a data, if so how big is it and where is it located? How much time do you expect the job to take ? On Tue Oct 21 14:18:03 2025, [STAFF] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUSID] Request Type:              High Performance Cluster User [USER] reports following ollama setup according to: https://umbc.atlassian.net/wiki/spaces/faq/pages/1408335873/Running+an+LLM+using+Ollama+on+chip User reports that running LLMs via ollama is running unexpectedly slow. Please follow-up with user to replicate the issue and perhaps set a meeting to understand the issue and to resolve. -- Best, [STAFF] DOIT Unix infra, Graduate Assistant"
"3296910","72606850","2025-10-30 18:44:55","HPC Other Issue: Running Hspice software on HPCF","Here is the cleaned text:  Yes, thanks for all help. Regards, [USER] On Thu, Oct 30, 2025 at 2:11 PM [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3296910 > Last Update From Ticket: Hi all, Is it fair to say this ticket can now be closed? On Thu Oct 30 12:57:01 2025, [USER] wrote: Thanks a lot [STAFF]. Both hspice and waveviewer work. Regards,[USER] On Wed, Oct 29, 2025 at 5:01 PM [STAFF] <[EMAIL]> wrote: Wave view should also be working now, give it a try when you have a chance. ---[STAFF] Specialist, Linux System Administrator & Lab Technical Support On Oct 29, 2025, at 16:12, [USER] <[EMAIL]> wrote: Hi [STAFF], Thanks. Hspice works but we also need WV (waveviewer) to see Hspice results as well. Could you please add that also and let us know to check? Thanks a lot,[USER] On Wed, Oct 29, 2025 at 2:30 PM [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3296910 > Last Update From Ticket: On the HPC cluster, it should now be possible to run hspice using the command: /umbc/software/csee/scripts/launch_synopsys_hspice.sh Please test it and let me know if it works. Also, let me know what other tools you need to use, if any, so I can adapt those scripts as well."
"3298342","72456450","2025-10-23 15:52:23","HPC Other Issue: 5-days time limit not enough for jobs","Hi [USER], Unfortunately, under the current cluster model only contributing groups have access to the 'shared' QOS option. In your situation, I would recommend seeing if you can optimize your code to run faster, in parallel, or across multiple nodes. You can also attempt to break apart your one large job into two smaller sets of jobs, which would allow you to complete the run in less than 5 days. Let me know if you have any additional questions! Have a nice day! -- Kind regards, [STAFF] On Thu Oct 23 10:09:11 2025, [EMAIL] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUS_ID] Request Type:              High Performance Cluster Hello all! I'd like to ask your help with the jobs I'm submitting in chip cluster. A few of them are pretty heavy, and the 5-days limit to run are not being enough. I saw there's the possibility to run in the partition 'shared', with 14-days limit, but I don't have access to that. Is it possible to give me access to that partition, or maybe to increase the time limit in the partition 'general'? In general my samples run within the 5 days, I would require more time only for samples whose jobs abort after 5 days. Thank you! Best, [USER]"
"3298471","72457824","2025-10-23 16:21:05","HPC Other Issue: [USER] cannot login to their ada account","Many Thanks [STAFF], Regards, [USER] On Thu, Oct 23, 2025 at 12:18 PM [STAFF] via RT <[EMAIL]> wrote: If you agree your issue is resolved, please give us feedback on your experience by completing a brief satisfaction survey: https://umbc.us2.qualtrics.com/SE/?SID=SV_[RANDOM]&customeremail=[EMAIL]&groupid=EIS&ticketid=3298471&ticketowner=[STAFF EMAIL]&ticketsubject=HPC Other Issue: I cannot login to my ada account If you believe your issue has not been resolved, please respond to this message, which will reopen your ticket. Note: A full record of your request can be found at: Ticket https://rt.umbc.edu/Ticket/Display.html?id=3298471 Thank You R e s o l u t i o n: Hi [USER], The hpc cluster 'ada' has been completely absorbed by 'chip' as of April 10th. Please see this myumbc posting detailing the rollout of chip and the deletion of ada. https://my3.my.umbc.edu/groups/hpcf/posts/147513 On Thu Oct 23 12:01:48 2025, [USER] wrote: First Name: [USER] Last Name: [USER LAST NAME] Email: [EMAIL] Campus ID: [CAMPUS ID] Request Type: High Performance Cluster Hello, I’m currently unable to access my ADA account. When I try to connect via SSH using the command below: ssh [USER EMAIL USERNAME]@ada.rs.umbc.edu I receive the following error message and do not even get the password prompt: ssh: connect to host ada.rs.umbc.edu port 22: Connection timed out Could you please help me resolve this issue? Thank you, [USER] Best, [STAFF] DOIT HPC System Administrator Original Request: Requestors: [USER] First Name: [USER] Last Name: [USER LAST NAME] Email: [EMAIL] Campus ID: [CAMPUS ID] Request Type: High Performance Cluster Hello, I’m currently unable to access my ADA account. When I try to connect via SSH using the command below: ssh [USER EMAIL USERNAME]@ada.rs.umbc.edu I receive the following error message and do not even get the password prompt: ssh: connect to host ada.rs.umbc.edu port 22: Connection timed out Could you please help me resolve this issue? Thank you, [USER]"
"3298811","72480009","2025-10-24 15:50:45","HPC User Account: [ID] in H.A.R.M.O.N.I. Lab","Hi [USER], Your account ([USER]) has been created on chip.rs.umbc.edu. Your primary group is pi_[STAFF]. Your home directory has 500M of storage. You can find a short tutorial on how to use chip here: https://umbc.atlassian.net/wiki/spaces/faq/pages/1112506439/Getting+Started+on+chip Please read through the documentation found at hpcf.umbc.edu > User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/) Kind regards, [STAFF] DoIT Unix Infra Student Worker On Thu Oct 23 16:30:39 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID] Request Type: High Performance Cluster Create/Modify account in existing PI group Existing PI Email: [EMAIL] Existing Group: H.A.R.M.O.N.I. Lab Project Title: Multimodal Stock Price Direction Prediction Project Abstract: This project, Multimodal Stock Price Direction Prediction Using Historical Prices, News, and Sentiment, aims to predict short-term stock movements up, down, or stable by integrating numerical and textual financial data. The approach combines historical stock price features with sentiment analysis of financial news to capture both market trends and investor sentiment."
"3299581","72523983","2025-10-28 13:33:04","HPC User Account: [USER] in FSI","Hi [USER], Your account ([USER]) has been created on chip.rs.umbc.edu. Your primary group is pi_dli. Your home directory has 500M of storage. You can find a short tutorial on how to use chip here: https://umbc.atlassian.net/wiki/spaces/faq/pages/1112506439/Getting+Started+on+chip Please read through the documentation found at hpcf.umbc.edu > User Support. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/) On Sat Oct 25 12:59:22 2025, [STAFF] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUSID] Request Type:              High Performance Cluster Create/Modify account in existing PI group Existing PI Email:    [EMAIL] Existing Group:       FSI Project Title:        Sleep Disorder Monitoring Project Abstract:     This project aims to create a sleep stage monitoring system that utilizes contact-free multi-modal data. The long term goal is to extend the system to be able to detect and monitor sleep disorders. By using cutting-edge signal processing and machine learning methods, the system will be capable of providing precise and non-invasive sleep pattern analysis. In order to make the system scalable and capable of real-time execution, the ultimate solution will be refined for deployment on edge devices.  I am requesting access to a GPU cluster to help experiments on contact-free, multi-modal sleep stage monitoring and sleep disorder detection. This is a project to create and train machine learning models that will be used on edge devices."
